Point_Index,Method_47_Success_Rate,Method_47_Time_ms,Method_45_Success_Rate,Method_45_Time_ms,Method_Auto_Success_Rate,Method_Auto_Time_ms
533,22.60,40.00,12.14,31.00,29.46,58.00
534,45.64,45.00,77.12,69.00,80.94,80.00
535,17.33,46.00,28.94,54.00,43.04,86.00
536,16.61,33.00,17.15,39.00,22.87,53.00
537,47.23,49.00,58.65,63.00,69.73,76.00
538,90.08,115.00,41.08,58.00,98.62,123.00
539,45.76,47.00,62.58,64.00,82.68,81.00
540,87.97,116.00,38.10,56.00,95.58,124.00
541,62.84,59.00,89.84,88.00,99.00,89.00
542,52.73,70.00,98.72,90.00,99.00,90.00
543,86.60,81.00,45.96,45.00,96.98,85.00
544,41.04,43.00,56.54,58.00,61.38,72.00
545,55.96,57.00,96.70,98.00,99.00,100.00
546,67.85,61.00,70.62,60.00,91.88,77.00
547,29.95,37.00,41.21,48.00,42.09,55.00
548,57.17,61.00,95.36,105.00,99.00,104.00
549,44.57,51.00,80.16,71.00,80.54,73.00
550,67.12,91.00,52.90,73.00,84.86,112.00
551,53.46,58.00,28.26,65.00,67.28,68.00
552,44.40,56.00,41.50,54.00,75.18,83.00
553,70.60,64.00,79.74,73.00,99.00,86.00
554,52.61,53.00,98.78,88.00,99.00,109.00
555,14.84,44.00,49.28,70.00,57.96,84.00
556,35.95,69.00,45.99,70.00,54.45,91.00
557,3.92,28.00,7.34,37.00,11.26,53.00
558,55.76,52.00,95.94,83.00,99.00,87.00
559,78.71,99.00,65.20,84.00,98.54,126.00
560,7.52,38.00,24.75,54.00,24.75,68.00
561,64.79,68.00,85.46,92.00,98.12,104.00
562,65.27,74.00,87.04,102.00,99.00,109.00
563,80.66,96.00,62.52,80.00,98.86,119.00
564,7.24,30.00,8.34,39.00,15.58,53.00
565,71.52,85.00,62.92,83.00,92.16,111.00
566,12.06,32.00,8.18,35.00,15.00,52.00
567,68.55,82.00,82.48,99.00,99.00,115.00
568,59.38,65.00,93.04,104.00,99.00,109.00
569,0.61,26.00,4.02,39.00,4.63,56.00
570,21.85,43.00,55.79,62.00,66.22,79.00
571,13.68,41.00,43.53,69.00,49.99,91.00
572,28.42,41.00,22.91,43.00,46.75,66.00
573,78.76,97.00,66.38,84.00,99.00,119.00
574,67.17,71.00,84.22,97.00,98.84,113.00
575,69.66,77.00,48.80,68.00,86.02,102.00
576,82.43,100.00,57.02,76.00,99.00,118.00
577,44.62,49.00,37.22,42.00,58.64,62.00
578,73.59,90.00,75.74,95.00,99.00,114.00
579,68.26,83.00,82.92,99.00,99.00,119.00
580,24.43,37.00,25.33,44.00,32.71,55.00
581,53.90,54.00,98.10,96.00,99.00,99.00
582,85.07,88.00,40.68,54.00,94.90,101.00
583,67.48,81.00,58.86,77.00,79.20,94.00
584,30.47,38.00,36.63,47.00,43.63,58.00
585,85.30,123.00,46.18,67.00,96.50,113.00
586,19.78,36.00,25.11,50.00,36.63,65.00
587,88.25,79.00,47.36,50.00,99.00,88.00
588,67.68,74.00,53.18,65.00,89.10,93.00
589,53.46,54.00,89.53,80.00,94.73,85.00
590,59.68,59.00,93.24,96.00,99.00,100.00
591,98.04,119.00,16.70,31.00,99.00,118.00
592,52.47,70.00,72.69,95.00,82.17,109.00
593,62.25,71.00,90.12,104.00,99.00,111.00
594,76.21,94.00,71.12,93.00,99.00,124.00
595,45.74,44.00,86.78,76.00,91.12,77.00
596,39.67,58.00,72.88,93.00,81.81,114.00
597,53.07,47.00,97.94,83.00,98.96,80.00
598,28.07,42.00,18.72,41.00,36.01,59.00
599,63.17,76.00,43.08,59.00,76.38,98.00
600,56.07,60.00,96.18,102.00,99.00,101.00
601,17.18,36.00,31.77,56.00,41.33,75.00
602,68.40,80.00,83.20,99.00,99.00,122.00
603,34.23,66.00,36.92,61.00,47.52,86.00
604,18.42,48.00,16.04,41.00,34.46,72.00
605,40.41,49.00,36.57,51.00,60.03,71.00
606,48.89,50.00,66.46,66.00,77.46,76.00
607,42.38,44.00,36.69,44.00,54.35,61.00
608,92.99,123.00,34.64,56.00,99.00,130.00
609,28.85,36.00,34.61,49.00,34.65,62.00
610,26.52,45.00,4.28,22.00,30.78,57.00
611,80.53,109.00,52.15,76.00,94.05,125.00
612,72.58,70.00,36.04,42.00,83.98,77.00
613,12.51,36.00,32.69,50.00,37.14,87.00
614,37.73,67.00,58.02,90.00,73.97,126.00
615,64.59,81.00,28.69,44.00,70.29,90.00
616,67.26,75.00,84.04,104.00,99.00,115.00
617,56.68,64.00,82.96,89.00,99.00,98.00
618,39.51,49.00,38.09,52.00,58.97,74.00
619,50.43,50.00,62.80,58.00,80.38,71.00
620,51.78,44.00,97.90,76.00,98.96,79.00
621,33.37,56.00,67.11,92.00,75.03,109.00
622,51.61,44.00,90.76,72.00,92.92,79.00
623,34.29,56.00,38.01,51.00,49.12,81.00
624,3.80,26.00,12.24,39.00,16.04,49.00
625,70.07,88.00,80.74,104.00,99.00,115.00
626,70.10,61.00,80.74,71.00,99.00,81.00
627,50.47,44.00,76.75,67.00,84.55,72.00
628,48.10,68.00,59.82,64.00,78.74,79.00
629,77.47,99.00,69.28,99.00,99.00,137.00
630,93.47,97.00,32.86,42.00,98.92,100.00
631,92.36,123.00,36.50,55.00,99.00,133.00
632,0.78,24.00,2.06,35.00,2.84,46.00
633,4.41,31.00,29.18,45.00,33.37,61.00
634,56.34,59.00,96.18,98.00,99.00,103.00
635,65.90,62.00,46.54,42.00,77.56,68.00
636,57.42,75.00,20.26,39.00,57.42,87.00
637,60.59,57.00,92.28,85.00,99.00,92.00
638,41.29,47.00,61.31,57.00,67.69,70.00
639,79.35,97.00,65.62,86.00,99.00,136.00
640,57.82,63.00,94.56,101.00,99.00,106.00
641,9.38,32.00,8.06,38.00,16.40,56.00
642,75.03,71.00,60.00,70.00,93.68,93.00
643,18.80,37.00,9.52,32.00,22.10,53.00
644,61.14,52.00,70.64,58.00,82.24,96.00
645,70.69,63.00,29.49,33.00,74.31,67.00
646,85.87,108.00,52.28,66.00,99.00,115.00
647,53.48,54.00,98.20,92.00,99.00,95.00
648,66.29,68.00,81.12,81.00,99.00,99.00
649,51.77,56.00,98.20,95.00,98.92,93.00
650,60.25,71.00,92.92,100.00,99.00,108.00
651,45.95,50.00,54.30,57.00,64.26,67.00
652,40.09,61.00,36.08,50.00,58.26,70.00
653,64.33,71.00,88.04,78.00,99.00,85.00
654,53.86,55.00,98.10,94.00,99.00,93.00
655,75.64,99.00,72.62,98.00,99.00,115.00
656,73.00,80.00,74.36,89.00,98.20,108.00
657,54.66,49.00,97.22,84.00,99.00,87.00
658,31.62,44.00,29.65,43.00,45.61,62.00
659,70.68,88.00,73.06,95.00,95.40,125.00
660,55.55,71.00,50.91,64.00,77.53,92.00
661,56.08,55.00,96.12,97.00,99.00,100.00
662,79.35,87.00,63.30,81.00,98.86,118.00
663,27.63,52.00,48.25,58.00,64.26,83.00
664,5.44,31.00,3.24,31.00,6.84,50.00
665,66.47,57.00,73.66,62.00,92.78,78.00
666,63.12,77.00,61.00,82.00,86.02,103.00
667,56.00,49.00,95.98,78.00,98.96,89.00
668,43.70,45.00,78.98,66.00,83.22,70.00
669,81.43,94.00,61.70,77.00,99.00,115.00
670,44.68,50.00,49.11,57.00,64.99,85.00
671,61.26,65.00,60.16,65.00,94.00,91.00
672,14.00,31.00,13.46,35.00,17.30,49.00
673,64.05,76.00,53.84,70.00,86.95,103.00
674,74.09,92.00,46.16,63.00,88.09,108.00
675,51.74,50.00,98.98,86.00,99.00,84.00
676,55.20,57.00,96.52,76.00,98.86,79.00
677,47.25,50.00,18.89,35.00,47.25,59.00
678,72.45,86.00,77.18,95.00,99.00,117.00
679,46.17,41.00,74.40,62.00,75.88,64.00
680,76.20,88.00,44.38,60.00,90.48,106.00
681,78.22,97.00,67.20,88.00,99.00,123.00
682,36.08,40.00,64.82,63.00,74.60,70.00
683,13.72,34.00,16.08,39.00,20.56,54.00
684,5.09,37.00,25.73,43.00,29.76,65.00
685,53.36,54.00,98.20,95.00,99.00,97.00
686,16.72,39.00,14.82,42.00,30.86,68.00
687,32.34,54.00,45.81,64.00,64.29,120.00
688,47.60,43.00,78.28,83.00,92.46,91.00
689,61.18,66.00,91.78,104.00,99.00,109.00
690,16.81,43.00,52.43,76.00,57.86,89.00
691,32.88,43.00,44.00,57.00,54.12,80.00
692,69.85,98.00,79.90,83.00,99.00,97.00
693,32.97,48.00,22.79,41.00,39.01,66.00
694,33.03,43.00,78.21,77.00,78.21,85.00
695,67.64,64.00,83.98,73.00,98.96,86.00
696,53.22,46.00,97.82,73.00,98.62,75.00
697,79.28,98.00,65.38,84.00,99.00,125.00
698,2.36,31.00,14.85,45.00,14.85,62.00
699,17.65,35.00,15.63,39.00,23.57,54.00
700,96.30,120.00,16.40,31.00,97.28,121.00
701,80.57,109.00,63.46,87.00,99.00,125.00
702,36.04,48.00,52.31,64.00,65.79,76.00
703,71.00,61.00,78.26,68.00,98.84,79.00
704,39.40,49.00,38.21,50.00,48.81,63.00
705,52.70,46.00,51.00,54.00,68.36,65.00
706,39.61,43.00,35.92,48.00,43.50,57.00
707,63.69,72.00,89.08,106.00,99.00,112.00
708,79.51,101.00,65.38,105.00,99.00,125.00
709,62.28,65.00,90.16,102.00,99.00,109.00
710,57.67,53.00,94.00,80.00,99.00,88.00
711,47.76,50.00,62.72,66.00,64.60,68.00
712,73.05,88.00,76.52,100.00,99.00,118.00
713,82.19,103.00,33.40,36.00,88.22,78.00
714,69.44,64.00,80.94,75.00,99.00,86.00
715,52.47,45.00,98.42,73.00,98.70,74.00
716,53.28,46.00,98.42,81.00,99.00,82.00
717,58.46,57.00,94.10,93.00,99.00,93.00
718,51.29,47.00,93.82,78.00,98.28,81.00
719,20.62,34.00,16.42,37.00,22.28,52.00
720,57.70,50.00,59.75,56.00,79.01,69.00
721,56.47,61.00,95.70,102.00,99.00,103.00
722,47.38,47.00,87.40,77.00,90.58,79.00
723,44.67,61.00,54.89,72.00,72.58,97.00
724,69.44,82.00,81.12,106.00,99.00,117.00
725,75.05,80.00,72.74,91.00,99.00,122.00
726,36.98,55.00,54.78,70.00,67.49,93.00
727,40.39,52.00,62.97,73.00,68.31,85.00
728,54.44,52.00,97.86,89.00,99.00,95.00
729,26.27,63.00,32.21,54.00,38.61,78.00
730,51.22,51.00,89.96,79.00,90.76,81.00
731,47.05,46.00,56.76,63.00,73.28,72.00
732,63.53,71.00,89.36,100.00,99.00,108.00
733,44.69,40.00,74.00,66.00,85.50,68.00
734,55.79,58.00,96.52,102.00,99.00,102.00
735,50.93,59.00,3.98,18.00,52.07,65.00
736,57.83,60.00,95.04,113.00,99.00,103.00
737,21.69,73.00,33.70,53.00,54.53,81.00
738,43.07,41.00,56.79,55.00,62.37,64.00
739,3.72,34.00,2.41,33.00,4.81,51.00
740,7.10,29.00,22.42,45.00,29.34,63.00
741,39.46,44.00,52.38,60.00,53.44,63.00
742,81.09,82.00,55.64,62.00,96.52,94.00
743,60.56,73.00,86.42,107.00,95.80,121.00
744,57.58,58.00,94.88,113.00,99.00,101.00
745,52.52,47.00,76.79,62.00,88.93,74.00
746,74.10,89.00,75.00,95.00,99.00,119.00
747,69.59,83.00,80.98,107.00,99.00,124.00
748,56.57,58.00,96.14,99.00,99.00,99.00
749,12.04,31.00,40.00,54.00,51.90,90.00
750,77.49,96.00,69.12,90.00,99.00,177.00
751,63.10,65.00,89.00,96.00,98.90,107.00
752,42.23,46.00,74.24,73.00,76.80,75.00
753,52.10,51.00,98.94,87.00,99.00,88.00
754,67.48,90.00,62.10,84.00,93.46,117.00
755,48.04,47.00,60.42,62.00,79.12,81.00
756,55.00,69.00,40.03,49.00,68.44,84.00
757,7.96,31.00,5.64,33.00,13.60,51.00
758,6.40,36.00,32.33,61.00,35.88,84.00
759,4.14,32.00,12.74,45.00,15.82,60.00
760,61.06,65.00,90.56,96.00,98.96,105.00
761,43.51,58.00,84.30,95.00,85.14,98.00
762,18.97,40.00,12.20,62.00,28.33,61.00
763,45.47,58.00,74.20,82.00,95.14,101.00
764,54.75,50.00,87.10,73.00,95.24,76.00
765,91.68,81.00,34.92,39.00,98.18,89.00
766,70.23,68.00,79.68,81.00,99.00,102.00
767,53.56,49.00,82.28,67.00,91.84,73.00
768,73.99,102.00,53.84,76.00,89.10,133.00
769,48.75,66.00,69.31,89.00,81.94,106.00
770,48.98,53.00,65.77,67.00,81.31,81.00
771,43.98,53.00,47.92,52.00,68.16,65.00
772,68.02,79.00,83.70,100.00,99.00,115.00
773,51.98,50.00,96.88,84.00,98.24,83.00
774,60.43,62.00,92.16,97.00,99.00,104.00
775,43.82,69.00,63.11,90.00,77.63,113.00
776,42.03,49.00,71.89,71.00,78.31,85.00
777,74.27,86.00,60.08,85.00,97.66,113.00
778,7.28,34.00,35.48,61.00,38.90,70.00
779,8.72,36.00,17.15,43.00,20.41,62.00
780,72.81,88.00,76.52,97.00,99.00,121.00
781,73.02,69.00,50.29,51.00,94.15,85.00
782,0.96,28.00,11.20,45.00,12.14,63.00
783,76.25,92.00,71.32,90.00,99.00,117.00
784,52.65,55.00,98.34,92.00,99.00,94.00
785,0.70,28.00,0.16,35.00,0.86,55.00
786,14.66,32.00,49.99,56.00,59.61,70.00
787,10.53,36.00,9.26,39.00,19.79,60.00
788,38.17,46.00,31.80,49.00,54.50,68.00
789,7.53,38.00,27.45,52.00,29.10,73.00
790,58.63,67.00,93.76,103.00,99.00,106.00
791,41.00,55.00,79.01,99.00,80.19,101.00
792,44.89,51.00,85.80,93.00,90.34,97.00
793,58.94,54.00,92.46,92.00,99.00,93.00
794,50.40,46.00,90.98,73.00,98.76,79.00
795,78.54,76.00,15.37,24.00,79.76,79.00
796,59.90,60.00,92.92,97.00,99.00,128.00
797,30.86,63.00,34.50,56.00,43.56,82.00
798,64.66,55.00,81.24,64.00,93.52,86.00
799,15.88,37.00,54.29,69.00,58.97,80.00
800,34.14,41.00,35.67,50.00,38.61,58.00
801,40.23,46.00,36.69,48.00,55.67,65.00
802,42.91,41.00,62.19,59.00,68.43,62.00
803,40.06,48.00,78.02,75.00,96.26,90.00
804,59.86,57.00,60.62,54.00,83.14,73.00
805,78.75,101.00,66.72,87.00,99.00,123.00
806,18.54,38.00,8.51,28.00,25.61,54.00
807,72.98,108.00,76.52,95.00,99.00,119.00
808,44.40,52.00,85.03,94.00,86.13,102.00
809,16.78,44.00,45.19,67.00,51.74,94.00
810,44.77,44.00,54.96,52.00,68.08,67.00
811,47.92,79.00,23.35,41.00,52.47,88.00
812,59.79,52.00,91.56,88.00,99.00,84.00
813,27.16,53.00,55.77,70.00,69.01,90.00
814,85.67,82.00,52.64,54.00,99.00,92.00
815,13.96,42.00,43.28,66.00,49.82,91.00
816,73.27,81.00,75.12,91.00,98.70,123.00
817,54.44,57.00,97.66,98.00,99.00,100.00
818,54.21,49.00,97.74,90.00,99.00,91.00
819,57.70,60.00,95.20,100.00,99.00,105.00
820,65.98,65.00,77.36,83.00,99.00,95.00
821,92.24,112.00,36.70,53.00,99.00,121.00
822,86.33,107.00,49.10,68.00,98.14,123.00
823,61.75,74.00,91.40,102.00,99.00,108.00
824,91.05,85.00,39.90,45.00,99.00,93.00
825,56.86,68.00,46.29,57.00,73.95,91.00
826,56.19,68.00,83.16,101.00,91.08,110.00
827,79.78,73.00,32.30,38.00,87.22,78.00
828,20.29,35.00,23.09,42.00,27.17,54.00
829,66.94,78.00,62.28,77.00,91.10,105.00
830,65.22,58.00,86.64,74.00,98.96,85.00
831,50.80,49.00,80.52,73.00,85.44,78.00
832,13.68,34.00,12.00,38.00,24.12,55.00
833,75.50,90.00,72.40,92.00,98.90,130.00
834,55.98,59.00,95.92,96.00,98.92,102.00
835,59.83,66.00,93.24,102.00,99.00,106.00
836,34.78,44.00,76.40,72.00,78.12,76.00
837,88.53,107.00,46.18,64.00,99.00,119.00
838,0.87,27.00,0.74,33.00,1.61,46.00
839,62.58,68.00,90.12,103.00,99.00,106.00
840,51.14,43.00,82.84,70.00,93.08,80.00
841,83.18,103.00,58.64,82.00,99.00,124.00
842,59.82,61.00,92.92,98.00,99.00,101.00
843,85.98,111.00,51.78,72.00,99.00,133.00
844,13.92,38.00,51.90,74.00,52.90,82.00
845,10.84,36.00,43.88,60.00,51.36,79.00
846,52.50,53.00,92.52,81.00,97.62,84.00
847,68.07,81.00,83.74,101.00,99.00,115.00
848,27.46,44.00,30.04,43.00,40.60,59.00
849,47.13,71.00,65.56,59.00,77.82,64.00
850,69.52,91.00,58.04,82.00,88.32,126.00
851,88.14,116.00,47.28,70.00,99.00,126.00
852,95.54,121.00,21.88,39.00,97.84,123.00
853,89.63,117.00,43.60,64.00,99.00,129.00
854,53.73,56.00,97.92,96.00,99.00,96.00
855,59.25,57.00,66.22,65.00,92.16,84.00
856,44.08,44.00,76.42,67.00,87.36,78.00
857,50.88,50.00,80.21,96.00,86.95,82.00
858,26.03,40.00,38.64,57.00,47.06,68.00
859,72.91,96.00,76.36,95.00,99.00,122.00
860,79.41,98.00,65.50,85.00,99.00,122.00
861,26.45,53.00,51.99,76.00,59.66,94.00
862,19.24,47.00,54.80,67.00,70.16,93.00
863,79.15,71.00,65.48,60.00,98.98,86.00
864,22.51,42.00,9.93,30.00,22.53,56.00
865,65.67,64.00,49.99,57.00,72.27,82.00
866,12.02,41.00,43.62,75.00,49.84,98.00
867,65.44,69.00,83.06,97.00,99.00,109.00
868,98.32,132.00,15.16,29.00,99.00,141.00
869,67.24,80.00,84.78,104.00,99.00,111.00
870,80.69,100.00,63.00,84.00,99.00,123.00
871,18.45,42.00,6.50,27.00,21.80,54.00
872,61.36,69.00,91.12,102.00,99.00,110.00
873,3.12,32.00,6.36,37.00,8.24,53.00
874,82.87,95.00,32.67,46.00,89.83,100.00
875,69.97,58.00,60.64,53.00,84.20,70.00
876,26.62,50.00,23.52,41.00,41.18,59.00
877,44.80,51.00,65.22,66.00,65.34,69.00
878,50.44,55.00,66.26,74.00,69.30,78.00
879,20.05,45.00,55.73,75.00,60.74,88.00
880,56.78,59.00,94.40,87.00,99.00,100.00
881,55.80,51.00,63.30,48.00,79.34,71.00
882,49.70,54.00,64.71,51.00,82.65,77.00
883,56.18,54.00,70.30,53.00,87.04,80.00
884,66.45,69.00,75.16,75.00,97.96,103.00
885,52.32,51.00,72.78,52.00,84.34,73.00
886,5.42,36.00,18.36,41.00,20.04,72.00
887,20.61,44.00,56.57,70.00,62.44,109.00
888,43.26,48.00,52.28,48.00,60.10,68.00
889,86.15,117.00,51.66,61.00,99.00,127.00
890,1.64,34.00,0.70,14.00,2.34,47.00
891,66.29,76.00,86.14,89.00,99.00,109.00
892,86.58,112.00,50.90,59.00,99.00,125.00
893,84.52,82.00,41.06,42.00,94.10,96.00
894,85.55,76.00,42.26,33.00,96.46,80.00
895,71.28,84.00,47.21,51.00,85.34,100.00
896,64.45,71.00,87.92,91.00,99.00,116.00
897,32.78,57.00,22.65,32.00,55.17,84.00
898,46.00,50.00,52.41,49.00,73.15,76.00
899,46.45,46.00,56.08,45.00,62.12,67.00
900,27.11,40.00,19.86,31.00,36.93,58.00
901,14.97,29.00,17.76,29.00,32.11,52.00
902,67.68,62.00,79.26,66.00,96.96,88.00
903,51.93,51.00,96.56,72.00,97.96,83.00
904,80.43,96.00,63.98,71.00,99.00,103.00
905,50.49,61.00,26.31,37.00,50.49,74.00
906,35.06,49.00,11.80,24.00,42.70,66.00
907,59.69,63.00,61.10,50.00,86.58,86.00
908,60.39,66.00,92.32,89.00,99.00,106.00
909,42.90,47.00,86.05,76.00,90.09,93.00
910,70.06,86.00,80.74,82.00,99.00,112.00
911,18.36,41.00,10.16,21.00,19.12,52.00
912,38.27,41.00,44.93,43.00,46.53,62.00
913,14.72,32.00,35.91,43.00,46.19,73.00
914,52.38,54.00,93.98,82.00,98.96,99.00
915,54.53,53.00,97.52,81.00,99.00,139.00
916,65.32,75.00,86.92,91.00,99.00,119.00
917,92.43,120.00,36.34,47.00,99.00,132.00
918,34.36,39.00,44.69,41.00,59.07,65.00
919,42.27,42.00,45.41,39.00,54.31,66.00
920,45.75,43.00,63.25,49.00,68.41,64.00
921,61.17,68.00,81.80,86.00,94.60,108.00
922,22.56,38.00,14.96,25.00,36.02,60.00
923,39.48,56.00,34.62,43.00,59.92,82.00
924,88.30,113.00,47.16,59.00,99.00,131.00
925,83.08,105.00,58.40,68.00,99.00,125.00
926,6.12,32.00,34.99,42.00,35.71,66.00
927,45.54,70.00,11.06,22.00,45.54,78.00
928,80.29,101.00,61.14,72.00,98.80,123.00
929,52.22,56.00,17.27,23.00,62.35,71.00
930,19.46,41.00,57.99,63.00,63.51,91.00
931,23.86,37.00,62.20,52.00,64.86,70.00
932,22.18,32.00,47.19,41.00,63.99,71.00
933,59.67,58.00,84.45,64.00,94.05,82.00
934,48.94,44.00,66.46,48.00,79.02,68.00
935,94.16,86.00,30.76,26.00,99.00,93.00
936,8.75,36.00,23.50,39.00,31.99,79.00
937,57.14,82.00,70.57,82.00,84.15,113.00
938,57.56,52.00,94.16,78.00,98.40,93.00
939,46.19,45.00,85.10,61.00,87.22,73.00
940,44.58,48.00,48.74,44.00,64.26,71.00
941,13.84,36.00,5.15,16.00,17.81,52.00
942,26.99,49.00,48.81,51.00,61.56,87.00
943,96.26,101.00,23.58,24.00,98.98,104.00
944,65.17,61.00,73.97,55.00,92.05,80.00
945,29.73,35.00,37.31,34.00,38.91,51.00
946,53.01,55.00,98.10,82.00,99.00,101.00
947,56.18,60.00,96.44,87.00,99.00,100.00
948,14.63,37.00,6.84,18.00,15.88,49.00
949,53.59,55.00,98.10,84.00,99.00,98.00
950,56.14,68.00,78.63,85.00,88.11,108.00
951,30.27,44.00,71.28,75.00,71.28,94.00
952,25.71,38.00,41.25,39.00,56.21,69.00
953,75.54,93.00,72.10,82.00,99.00,122.00
954,76.01,93.00,71.50,80.00,99.00,122.00
955,13.37,36.00,5.89,17.00,14.09,49.00
956,80.38,100.00,63.38,85.00,99.00,123.00
957,46.18,44.00,87.52,71.00,98.98,80.00
958,35.02,43.00,35.56,49.00,60.90,69.00
959,40.41,47.00,86.42,84.00,88.71,91.00
960,53.69,53.00,98.10,96.00,99.00,100.00
961,3.40,35.00,24.24,63.00,27.54,81.00
962,35.65,44.00,39.55,54.00,45.09,64.00
963,94.66,89.00,29.10,36.00,98.94,94.00
964,64.78,74.00,87.64,104.00,99.00,117.00
965,94.81,83.00,2.12,15.00,94.82,83.00
966,69.12,89.00,65.62,87.00,90.84,115.00
967,66.83,78.00,84.86,100.00,99.00,114.00
968,55.25,64.00,89.74,99.00,98.98,106.00
969,50.99,51.00,85.03,83.00,87.05,78.00
970,56.77,60.00,86.29,109.00,90.09,98.00
971,57.26,63.00,94.98,101.00,99.00,104.00
972,64.99,62.00,68.68,61.00,91.68,78.00
973,87.16,111.00,49.10,71.00,98.98,128.00
974,81.36,102.00,61.94,82.00,99.00,137.00
975,46.00,49.00,83.56,78.00,84.20,77.00
976,5.34,36.00,24.37,39.00,24.37,57.00
977,54.48,127.00,81.44,92.00,89.10,106.00
978,2.01,30.00,5.20,42.00,7.21,59.00
979,51.58,55.00,65.92,61.00,92.94,85.00
980,53.16,56.00,98.24,95.00,99.00,99.00
981,34.42,48.00,53.69,53.00,57.09,63.00
982,85.90,91.00,49.90,55.00,98.24,98.00
983,18.81,36.00,14.03,40.00,18.81,53.00
984,51.45,80.00,56.69,84.00,72.27,108.00
985,71.12,67.00,35.78,41.00,88.92,79.00
986,51.17,47.00,87.00,72.00,88.78,74.00
987,62.63,82.00,68.39,92.00,90.80,114.00
988,55.86,60.00,96.18,98.00,99.00,102.00
989,69.98,78.00,80.38,95.00,99.00,113.00
990,42.31,46.00,88.11,85.00,88.11,91.00
991,36.34,40.00,39.55,51.00,65.43,68.00
992,43.45,50.00,43.95,57.00,67.17,75.00
993,56.25,51.00,96.48,84.00,99.00,92.00
994,60.31,66.00,92.36,104.00,99.00,111.00
995,40.32,62.00,69.84,98.00,73.26,109.00
996,6.61,28.00,5.74,35.00,12.35,50.00
997,72.85,76.00,32.14,45.00,86.06,89.00
998,51.03,46.00,93.28,75.00,99.00,79.00
999,64.25,74.00,88.36,103.00,99.00,110.00
1000,81.86,86.00,36.14,50.00,93.42,102.00
