Point_Index,Method_47_Success_Rate,Method_47_Time_ms,Method_45_Success_Rate,Method_45_Time_ms,Method_Auto_Success_Rate,Method_Auto_Time_ms
715,52.47,45,98.42,73,98.7,74
716,53.28,46,98.42,81,99,82
717,58.46,57,94.1,93,99,93
718,51.29,47,93.82,78,98.28,81
719,20.62,34,16.42,37,22.28,52
720,57.7,50,59.75,56,79.01,69
721,56.47,61,95.7,102,99,103
722,47.38,47,87.4,77,90.58,79
723,44.67,61,54.89,72,72.58,97
724,69.44,82,81.12,106,99,117
725,75.05,80,72.74,91,99,122
726,36.98,55,54.78,70,67.49,93
727,40.39,52,62.97,73,68.31,85
728,54.44,52,97.86,89,99,95
729,26.27,63,32.21,54,38.61,78
730,51.22,51,89.96,79,90.76,81
731,47.05,46,56.76,63,73.28,72
732,63.53,71,89.36,100,99,108
733,44.69,40,74,66,85.5,68
734,55.79,58,96.52,102,99,102
735,50.93,59,3.98,18,52.07,65
736,57.83,60,95.04,113,99,103
737,21.69,73,33.7,53,54.53,81
738,43.07,41,56.79,55,62.37,64
739,3.72,34,2.41,33,4.81,51
740,7.1,29,22.42,45,29.34,63
741,39.46,44,52.38,60,53.44,63
742,81.09,82,55.64,62,96.52,94
743,60.56,73,86.42,107,95.8,121
744,57.58,58,94.88,113,99,101
745,52.52,47,76.79,62,88.93,74
746,74.1,89,75,95,99,119
747,69.59,83,80.98,107,99,124
748,56.57,58,96.14,99,99,99
749,12.04,31,40,54,51.9,90
750,77.49,96,69.12,90,99,166
751,63.1,65,89,96,98.9,107
752,42.23,46,74.24,73,76.8,75
753,52.1,51,98.94,87,99,88
754,67.48,90,62.1,84,93.46,117
755,48.04,47,60.42,62,79.12,81
756,55,69,40.03,49,68.44,84
757,7.96,31,5.64,33,13.6,51
758,6.4,36,32.33,61,35.88,84
759,4.14,32,12.74,45,15.82,60
760,61.06,65,90.56,96,98.96,105
761,43.51,58,84.3,95,85.14,98
762,18.97,40,12.2,62,28.33,61
763,45.47,58,74.2,82,95.14,101
764,54.75,50,87.1,73,95.24,76
765,91.68,81,34.92,39,98.18,89
766,70.23,68,79.68,81,99,102
767,53.56,49,82.28,67,91.84,73
768,73.99,102,53.84,76,89.1,133
769,48.75,66,69.31,89,81.94,106
770,48.98,53,65.77,67,81.31,81
771,43.98,53,47.92,52,68.16,65
772,68.02,79,83.7,100,99,115
773,51.98,50,96.88,84,98.24,83
774,60.43,62,92.16,97,99,104
775,43.82,69,63.11,90,77.63,113
776,42.03,49,71.89,71,78.31,85
777,74.27,86,60.08,85,97.66,113
778,7.28,34,35.48,61,38.9,70
779,8.72,36,17.15,43,20.41,62
780,72.81,88,76.52,97,99,121
781,73.02,69,50.29,51,94.15,85
782,0.96,28,11.2,45,12.14,63
783,76.25,92,71.32,90,99,117
784,52.65,55,98.34,92,99,94
785,0.7,28,0.16,35,0.86,55
786,14.66,32,49.99,56,59.61,70
787,10.53,36,9.26,39,19.79,60
788,38.17,46,31.8,49,54.5,68
789,7.53,38,27.45,52,29.1,73
790,58.63,67,93.76,103,99,106
791,41,55,79.01,99,80.19,101
792,44.89,51,85.8,93,90.34,97
793,58.94,54,92.46,92,99,93
794,50.4,46,90.98,73,98.76,79
795,78.54,76,15.37,24,79.76,79
796,59.9,60,92.92,97,99,128
797,30.86,63,34.5,56,43.56,82
798,64.66,55,81.24,64,93.52,86
799,15.88,37,54.29,69,58.97,80
800,34.14,41,35.67,50,38.61,58
801,40.23,46,36.69,48,55.67,65
802,42.91,41,62.19,59,68.43,62
803,40.06,48,78.02,75,96.26,90
804,59.86,57,60.62,54,83.14,73
805,78.75,101,66.72,87,99,123
806,18.54,38,8.51,28,25.61,54
807,72.98,108,76.52,95,99,119
808,44.4,52,85.03,94,86.13,102
809,16.78,44,45.19,67,51.74,94
810,44.77,44,54.96,52,68.08,67
811,47.92,79,23.35,41,52.47,88
812,59.79,52,91.56,88,99,84
813,27.16,53,55.77,70,69.01,90
814,85.67,82,52.64,54,99,92
815,13.96,42,43.28,66,49.82,91
816,73.27,81,75.12,91,98.7,123
817,54.44,57,97.66,98,99,100
818,54.21,49,97.74,90,99,91
819,57.7,60,95.2,100,99,105
820,65.98,65,77.36,83,99,95
821,92.24,112,36.7,53,99,121
822,86.33,107,49.1,68,98.14,123
823,61.75,74,91.4,102,99,108
824,91.05,85,39.9,45,99,93
825,56.86,68,46.29,57,73.95,91
826,56.19,68,83.16,101,91.08,110
827,79.78,73,32.3,38,87.22,78
828,20.29,35,23.09,42,27.17,54
829,66.94,78,62.28,77,91.1,105
830,65.22,58,86.64,74,98.96,85
831,50.8,49,80.52,73,85.44,78
832,13.68,34,12,38,24.12,55
833,75.5,90,72.4,92,98.9,130
834,55.98,59,95.92,96,98.92,102
835,59.83,66,93.24,102,99,106
836,34.78,44,76.4,72,78.12,76
837,88.53,107,46.18,64,99,119
838,0.87,27,0.74,33,1.61,46
839,62.58,68,90.12,103,99,106
840,51.14,43,82.84,70,93.08,80
841,83.18,103,58.64,82,99,124
842,59.82,61,92.92,98,99,101
843,85.98,111,51.78,72,99,133
844,13.92,38,51.9,74,52.9,82
845,10.84,36,43.88,60,51.36,79
846,52.5,53,92.52,81,97.62,84
847,68.07,81,83.74,101,99,115
848,27.46,44,30.04,43,40.6,59
849,47.13,71,65.56,59,77.82,64
850,69.52,91,58.04,82,88.32,126
851,88.14,116,47.28,70,99,126
852,95.54,121,21.88,39,97.84,123
853,89.63,117,43.6,64,99,129
854,53.73,56,97.92,96,99,96
855,59.25,57,66.22,65,92.16,84
856,44.08,44,76.42,67,87.36,78
857,50.88,50,80.21,96,86.95,82
858,26.03,40,38.64,57,47.06,68
859,72.91,96,76.36,95,99,122
860,79.41,98,65.5,85,99,122
861,26.45,53,51.99,76,59.66,94
862,19.24,47,54.8,67,70.16,93
863,79.15,71,65.48,60,98.98,86
864,22.51,42,9.93,30,22.53,56
865,65.67,64,49.99,57,72.27,82
866,12.02,41,43.62,75,49.84,98
867,65.44,69,83.06,97,99,109
868,98.32,132,15.16,29,99,141
869,67.24,80,84.78,104,99,111
870,80.69,100,63,84,99,123
871,18.45,42,6.5,27,21.8,54
872,61.36,69,91.12,102,99,110
873,3.12,32,6.36,37,8.24,53
874,82.87,95,32.67,46,89.83,100
875,69.97,58,60.64,53,84.2,70
876,26.62,50,23.52,41,41.18,59
877,44.8,51,65.22,66,65.34,69
878,50.44,55,66.26,74,69.3,78
879,20.05,45,55.73,75,60.74,88
880,56.78,59,94.4,87,99,100
881,55.8,51,63.3,48,79.34,71
882,49.7,54,64.71,51,82.65,77
883,56.18,54,70.3,53,87.04,80
884,66.45,69,75.16,75,97.96,103
885,52.32,51,72.78,52,84.34,73
886,5.42,36,18.36,41,20.04,72
887,20.61,44,56.57,70,62.44,109
888,43.26,48,52.28,48,60.1,68
889,86.15,117,51.66,61,99,127
890,1.64,34,0.7,14,2.34,47
891,66.29,76,86.14,89,99,109
892,86.58,112,50.9,59,99,125
893,84.52,82,41.06,42,94.1,96
894,85.55,76,42.26,33,96.46,80
895,71.28,84,47.21,51,85.34,100
896,64.45,71,87.92,91,99,116
897,32.78,57,22.65,32,55.17,84
898,46,50,52.41,49,73.15,76
899,46.45,46,56.08,45,62.12,67
900,27.11,40,19.86,31,36.93,58
901,14.97,29,17.76,29,32.11,52
902,67.68,62,79.26,66,96.96,88
903,51.93,51,96.56,72,97.96,83
904,80.43,96,63.98,71,99,103
905,50.49,61,26.31,37,50.49,74
906,35.06,49,11.8,24,42.7,66
907,59.69,63,61.1,50,86.58,86
908,60.39,66,92.32,89,99,106
909,42.9,47,86.05,76,90.09,93
910,70.06,86,80.74,82,99,112
911,18.36,41,10.16,21,19.12,52
912,38.27,41,44.93,43,46.53,62
913,14.72,32,35.91,43,46.19,73
914,52.38,54,93.98,82,98.96,99
915,54.53,53,97.52,81,99,139
916,65.32,75,86.92,91,99,119
917,92.43,120,36.34,47,99,132
918,34.36,39,44.69,41,59.07,65
919,42.27,42,45.41,39,54.31,66
920,45.75,43,63.25,49,68.41,64
921,61.17,68,81.8,86,94.6,108
922,22.56,38,14.96,25,36.02,60
923,39.48,56,34.62,43,59.92,82
924,88.3,113,47.16,59,99,131
925,83.08,105,58.4,68,99,125
926,6.12,32,34.99,42,35.71,66
927,45.54,70,11.06,22,45.54,78
928,80.29,101,61.14,72,98.8,123
929,52.22,56,17.27,23,62.35,71
930,19.46,41,57.99,63,63.51,91
931,23.86,37,62.2,52,64.86,70
932,22.18,32,47.19,41,63.99,71
933,59.67,58,84.45,64,94.05,82
934,48.94,44,66.46,48,79.02,68
935,94.16,86,30.76,26,99,93
936,8.75,36,23.5,39,31.99,79
937,57.14,82,70.57,82,84.15,113
938,57.56,52,94.16,78,98.4,93
939,46.19,45,85.1,61,87.22,73
940,44.58,48,48.74,44,64.26,71
941,13.84,36,5.15,16,17.81,52
942,26.99,49,48.81,51,61.56,87
943,96.26,101,23.58,24,98.98,104
944,65.17,61,73.97,55,92.05,80
945,29.73,35,37.31,34,38.91,51
946,53.01,55,98.1,82,99,101
947,56.18,60,96.44,87,99,100
948,14.63,37,6.84,18,15.88,49
949,53.59,55,98.1,84,99,98
950,56.14,68,78.63,85,88.11,108
951,30.27,44,71.28,75,71.28,94
952,25.71,38,41.25,39,56.21,69
953,75.54,93,72.1,82,99,122
954,76.01,93,71.5,80,99,122
955,13.37,36,5.89,17,14.09,49
956,80.38,100,63.38,85,99,123
957,46.18,44,87.52,71,98.98,80
958,35.02,43,35.56,49,60.9,69
959,40.41,47,86.42,84,88.71,91
960,53.69,53,98.1,96,99,100
961,3.4,35,24.24,63,27.54,81
962,35.65,44,39.55,54,45.09,64
963,94.66,89,29.1,36,98.94,94
964,64.78,74,87.64,104,99,117
965,94.81,83,2.12,15,94.82,83
966,69.12,89,65.62,87,90.84,115
967,66.83,78,84.86,100,99,114
968,55.25,64,89.74,99,98.98,106
969,50.99,51,85.03,83,87.05,78
970,56.77,60,86.29,109,90.09,98
971,57.26,63,94.98,101,99,104
972,64.99,62,68.68,61,91.68,78
973,87.16,111,49.1,71,98.98,128
974,81.36,102,61.94,82,99,137
975,46,49,83.56,78,84.2,77
976,5.34,36,24.37,39,24.37,57
977,54.48,127,81.44,92,89.1,106
978,2.01,30,5.2,42,7.21,59
979,51.58,55,65.92,61,92.94,85
980,53.16,56,98.24,95,99,99
981,34.42,48,53.69,53,57.09,63
982,85.9,91,49.9,55,98.24,98
983,18.81,36,14.03,40,18.81,53
984,51.45,80,56.69,84,72.27,108
985,71.12,67,35.78,41,88.92,79
986,51.17,47,87,72,88.78,74
987,62.63,82,68.39,92,90.8,114
988,55.86,60,96.18,98,99,102
989,69.98,78,80.38,95,99,113
990,42.31,46,88.11,85,88.11,91
991,36.34,40,39.55,51,65.43,68
992,43.45,50,43.95,57,67.17,75
993,56.25,51,96.48,84,99,92
994,60.31,66,92.36,104,99,111
995,40.32,62,69.84,98,73.26,109
996,6.61,28,5.74,35,12.35,50
997,72.85,76,32.14,45,86.06,89
998,51.03,46,93.28,75,99,79
999,64.25,74,88.36,103,99,110
1000,81.86,86,36.14,50,93.42,102
